household_id,family_id,person_id,first_person_record,person_expansion_factor,person_number,family_role,age,sex,race,currently_studies,education_level,activity_status,individual_income_status,individual_income,stopped_transport_due_pandemic,stopped_metro_monorail,stopped_train,stopped_bus_van,stopped_chartered_transport,stopped_school_transport,stopped_car,stopped_conventional_taxi,stopped_ride_hailing,stopped_motorcycle,stopped_bicycle,school_zone,school_municipality,school_x,school_y,school_type,school_attendance_mode,school_hybrid_frequency_unit,school_hybrid_frequency,primary_work_zone,primary_work_municipality,primary_work_x,primary_work_y,primary_work_at_home,primary_work_external,primary_work_occupation,primary_work_activity_sector,primary_work_employment_relationship,primary_work_mode,primary_work_hybrid_frequency_unit,primary_work_hybrid_frequency,secondary_work_zone,secondary_work_municipality,secondary_work_x,secondary_work_y,secondary_work_at_home,secondary_work_external,secondary_work_occupation,secondary_work_activity_sector,secondary_work_employment_relationship,secondary_work_mode,secondary_work_hybrid_frequency_unit,secondary_work_hybrid_frequency
18200030,182000301,18200030104,1,317.203124,4,4,14,2,1,3,2,8,2,0,N,N,N,N,N,N,N,N,N,N,N,182,36,346046,7398778,1,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200030,182000301,18200030105,1,317.203124,5,4,12,1,1,3,2,8,2,0,N,N,N,N,N,N,N,N,N,N,N,182,36,346046,7398778,1,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200031,182000311,18200031101,1,321.829854,1,1,38,1,4,5,4,1,1,3650,N,N,N,N,N,N,N,N,N,N,N,169,36,340307,7397171,2,3,1,3,241,36,337264,7390020,2,N,INSTRUTOR TECNICO,12,1,1,,,0,0,0,0,0,,,0,0,0,,
18200031,182000311,18200031102,1,321.829854,2,2,37,2,4,1,3,5,2,0,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200031,182000311,18200031103,1,339.499027,3,4,66,2,4,1,4,4,1,1300,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200031,182000311,18200031104,1,260.565379,4,3,16,2,4,3,2,5,2,0,N,N,N,N,N,N,N,N,N,N,N,182,36,347515,7398495,1,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200038,182000381,18200038101,1,317.222969,1,1,47,1,4,1,5,1,1,4500,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,301,36,326445,7386009,2,N,GERENTE DE VENDAS,3,1,3,1,2,0,0,0,0,0,,,0,0,0,,
18200038,182000381,18200038102,1,292.019768,2,2,51,2,1,1,4,7,2,0,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200038,182000381,18200038103,1,260.565379,3,3,16,2,1,4,3,8,2,0,N,N,N,N,N,N,N,N,N,N,N,182,36,347753,7399511,2,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200039,182000391,18200039101,1,224.14973,1,1,78,2,1,1,2,4,1,3000,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200039,182000391,18200039102,1,317.222969,2,3,49,1,1,1,4,5,2,0,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200039,182000391,18200039103,1,317.222969,3,3,48,1,1,1,4,4,1,1320,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200046,182000461,18200046101,1,321.829854,1,1,38,2,1,5,4,1,1,3100,S,S,N,S,N,N,N,N,N,N,N,71,36,327706,7387694,2,2,N,N,73,36,327141,7388764,2,N,ASSISTENTE DE CONTAS,12,1,1,,,0,0,0,0,0,,,0,0,0,,
18200046,182000461,18200046102,1,339.499027,2,4,65,2,1,1,1,4,1,1320,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200046,182000461,18200046103,1,723.153269,3,4,43,1,1,1,4,5,2,0,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200051,182000511,18200051101,1,242.510634,1,1,65,2,1,1,5,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200052,182000521,18200052101,1,292.019768,1,1,51,2,1,1,5,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,68,36,328725,7390534,2,N,COORDENADORA FINANCEIRA,7,1,1,,,0,0,0,0,0,,,0,0,0,,
18200052,182000521,18200052102,1,260.565379,2,3,19,2,1,5,4,8,2,0,N,N,N,N,N,N,N,N,N,N,N,43,36,336942,7394548,2,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200052,182000521,18200052103,1,292.019768,3,2,51,1,1,1,4,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200053,182000531,18200053101,1,224.14973,1,1,84,2,1,1,1,4,3,,S,N,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200053,182000531,18200053102,1,517.806714,2,4,30,1,1,1,5,5,2,0,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200053,182000531,18200053103,1,321.829854,3,4,36,2,1,1,4,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,93,36,330008,7397020,2,N,ASSISTENTE PESSOAL,7,1,1,,,0,0,0,0,0,,,0,0,0,,
18200059,182000591,18200059101,1,321.829854,1,1,35,2,4,1,4,1,1,1400,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,1,36,333008,7394634,2,N,AUXILIAR SERVICO GERAIS,4,1,1,,,0,0,0,0,0,,,0,0,0,,
18200061,182000611,18200061101,1,164.898772,1,1,66,1,1,1,4,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200061,182000611,18200061102,1,249.408489,2,3,25,1,2,1,4,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,167,36,339342,7395150,2,N,AUXILIAR ADMINISTRATIVO,4,1,1,,,0,0,0,0,0,,,0,0,0,,
18200062,182000621,18200062101,1,292.019768,1,1,54,1,3,1,4,1,1,5000,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,190,36,351278,7395814,2,N,CORRETOR DE IMOVEIS,12,4,3,2,8,0,0,0,0,0,,,0,0,0,,
18200062,182000621,18200062102,1,292.019768,2,2,50,2,1,5,4,5,2,0,N,N,N,N,N,N,N,N,N,N,N,53,36,333209,7389481,2,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200062,182000621,18200062103,1,260.565379,3,3,15,2,3,4,3,8,2,0,N,N,N,N,N,N,N,N,N,N,N,167,36,339280,7395419,1,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200069,182000691,18200069101,1,257.722105,1,1,57,2,1,1,5,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200069,182000691,18200069102,1,419.174944,2,3,34,2,1,1,4,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,166,36,340565,7395416,2,N,ANALISTA FISCAL,4,1,3,1,1,0,0,0,0,0,,,0,0,0,,
18200069,182000691,18200069103,1,419.174944,3,4,30,1,1,1,4,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,185,36,350607,7398914,2,N,MOTORISTA,6,6,1,,,0,0,0,0,0,,,0,0,0,,
18200070,182000701,18200070101,1,410.792334,1,1,28,2,1,1,5,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,45,36,336722,7394222,2,N,PUBLICITARIA,12,1,2,,,0,0,0,0,0,,,0,0,0,,
18200070,182000701,18200070102,1,410.792334,2,4,26,2,1,1,5,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,182,36,345870,7398435,1,N,MARKETING E COMUNICACAO,14,6,2,,,0,0,0,0,0,,,0,0,0,,
18200070,182000701,18200070103,1,517.806714,3,4,32,2,1,1,5,2,3,,S,S,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,182,36,345870,7398435,3,N,ENFERMEIRA,10,6,1,,,0,0,0,0,0,,,0,0,0,,
18200070,182000701,18200070104,1,1516.954881,4,5,3,2,1,2,1,6,2,0,N,N,N,N,N,N,N,N,N,N,N,182,36,347937,7399505,1,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200071,182000711,18200071101,1,144.449083,1,1,47,1,4,1,3,5,2,0,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200071,182000711,18200071102,1,658.582996,2,4,44,1,4,1,2,2,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,182,36,347455,7397945,3,N,PEDREIRO,2,6,1,,,0,0,0,0,0,,,0,0,0,,
18200086,182000861,18200086101,1,224.14973,1,1,79,2,1,1,2,4,1,2100,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200092,182000921,18200092101,1,292.019768,1,1,53,2,4,1,3,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200093,182000931,18200093101,1,321.829854,1,1,38,1,1,1,2,1,1,2500,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,4,36,332890,7394373,2,N,LAVADOR DE CARROS,14,2,1,,,0,0,0,0,0,,,0,0,0,,
18200093,182000931,18200093102,1,321.829854,2,2,38,2,1,1,3,1,1,2300,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,1,36,333224,7394686,2,N,VENDEDORA,4,1,1,,,0,0,0,0,0,,,0,0,0,,
18200094,182000941,18200094101,1,517.806714,1,1,34,1,4,1,4,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,182,36,345520,7398372,2,N,DONO DE BAR,4,7,1,,,0,0,0,0,0,,,0,0,0,,
18200104,182001041,18200104101,1,164.898772,1,1,68,1,1,1,2,4,1,1400,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200104,182001041,18200104102,1,144.449083,2,2,48,2,1,1,3,1,1,600,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,239,36,335626,7390925,2,N,EMPREGADA DOMESTICA,14,6,1,,,0,0,0,0,0,,,0,0,0,,
18200109,182001091,18200109101,1,198.996142,1,1,62,1,4,1,4,1,3,,S,S,S,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,282,36,329873,7381177,2,N,ELETRICISTA,3,1,1,,,0,0,0,0,0,,,0,0,0,,
18200109,182001091,18200109102,1,198.996142,2,2,61,2,1,1,4,7,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200112,182001121,18200112101,1,144.449083,1,1,49,1,4,1,4,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,488,2,312885,7399022,2,S,INSTALADOR DE CAMERA,4,1,1,,,0,0,0,0,0,,,0,0,0,,
18200112,182001121,18200112102,1,144.449083,2,2,45,2,4,1,5,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,264,36,349129,7388037,2,N,PEDAGOGIA,11,1,1,,,0,0,0,0,0,,,0,0,0,,
18200113,182001131,18200113101,1,249.408489,1,1,28,1,1,1,4,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,183,36,348186,7398746,2,N,VENDEDOR,4,1,1,,,0,0,0,0,0,,,0,0,0,,
18200113,182001131,18200113102,1,249.408489,2,2,29,2,1,1,4,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,182,36,346650,7398957,2,N,GERENTE COMERCIAL,4,1,1,,,0,0,0,0,0,,,0,0,0,,
18200130,182001301,18200130101,1,387.421635,1,1,43,1,1,1,5,1,1,8000,S,S,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,387,1,360110,7410703,2,N,GERENTE DE MANUFATURA,3,1,1,,,0,0,0,0,0,,,0,0,0,,
18200130,182001301,18200130102,1,78.223235,2,2,50,2,1,1,5,1,1,12000,S,S,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,175,36,345116,7399150,2,N,PROFESSORA INFANTIL,11,3,1,,,0,0,0,0,0,,,0,0,0,,
18200130,182001301,18200130103,1,139.595117,3,3,17,1,1,4,3,8,2,0,S,N,N,S,N,N,N,N,N,N,N,180,36,347689,7399681,2,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200134,182001341,18200134101,1,164.898772,1,1,65,1,4,1,2,4,1,3200,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200134,182001341,18200134102,1,257.722105,2,2,56,2,4,1,4,7,2,0,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200134,182001341,18200134103,1,242.631085,3,4,7,2,1,2,1,8,2,0,N,N,N,N,N,N,N,N,N,N,N,182,36,347463,7399319,1,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200134,182001341,18200134104,1,249.408489,4,3,27,1,4,1,3,1,1,4000,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,182,36,347220,7398914,3,S,MOTORISTA DE APP,6,6,1,,,0,0,0,0,0,,,0,0,0,,
18200134,182001341,18200134105,1,455.923538,5,4,38,2,4,1,5,1,1,4200,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,202,36,355287,7398845,2,N,PROFESSORA DE EDUCACAO INFANTIL,11,1,1,,,0,0,0,0,0,,,0,0,0,,
18200134,182001341,18200134106,1,307.001367,6,4,2,2,4,2,1,6,2,0,N,N,N,N,N,N,N,N,N,N,N,197,36,352131,7401049,1,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200136,182001361,18200136101,1,922.794374,1,1,24,1,4,1,5,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,32,36,330343,7394001,2,N,ENGENHEIRO CIVIL,2,5,1,,,0,0,0,0,0,,,0,0,0,,
18200136,182001361,18200136102,1,922.794374,2,2,24,2,1,1,5,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,93,36,329841,7397174,2,N,SUPERVISORA CALLCENTER,4,1,2,,,0,0,0,0,0,,,0,0,0,,
18200136,182001361,18200136103,1,399.629499,3,3,8,1,4,2,1,8,2,0,N,N,N,N,N,N,N,N,N,N,N,176,36,344365,7400299,2,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200142,182001421,18200142101,1,723.153269,1,1,40,2,4,1,5,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,168,36,339197,7396172,2,N,FISIOTERAPEUTA,10,5,1,,,0,0,0,0,0,,,0,0,0,,
18200142,182001421,18200142102,1,333.793578,2,4,70,2,4,1,4,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200145,182001451,18200145101,1,333.793578,1,1,74,1,3,1,5,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200145,182001451,18200145102,1,333.793578,2,2,72,2,3,1,5,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200155,182001551,18200155101,1,144.449083,1,1,48,2,4,1,4,7,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200155,182001551,18200155102,1,257.722105,2,2,58,1,1,1,5,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,182,36,346959,7398303,1,N,ADVOGADO,12,4,1,,,0,0,0,0,0,,,0,0,0,,
18200155,182001551,18200155103,1,249.408489,3,3,27,1,1,1,5,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,93,36,329953,7397038,2,N,AUXILIAR ADMINISTRATIVO,14,1,1,,,0,0,0,0,0,,,0,0,0,,
18200167,182001671,18200167101,1,317.222969,1,1,46,2,1,1,4,5,1,600,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200167,182001671,18200167102,1,410.792334,2,3,27,1,1,1,4,5,2,0,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200167,182001671,18200167103,1,317.203124,3,3,14,1,1,3,2,8,2,0,N,N,N,N,N,N,N,N,N,N,N,181,36,348830,7400409,1,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200167,182001671,18200167104,1,399.629499,4,4,7,1,1,3,1,8,2,0,N,N,N,N,N,N,N,N,N,N,N,182,36,346046,7398777,1,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200196,182001961,18200196101,1,848.970824,1,1,58,2,1,1,5,1,1,1000,S,S,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,182,36,346529,7399173,1,N,REVENDEDORA,4,6,1,,,0,0,0,0,0,,,0,0,0,,
18200196,182001961,18200196102,1,410.792334,2,3,28,1,1,1,4,1,1,2000,S,N,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,182,36,346529,7399173,1,N,AGENTE DE VIAGEM,14,6,1,,,0,0,0,0,0,,,0,0,0,,
18200206,182002061,18200206101,1,144.449083,1,1,48,1,3,1,5,1,1,4500,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,9,36,332924,7397786,2,N,MOTORISTA / SOCORRISTA,10,3,1,,,0,0,0,0,0,,,0,0,0,,
18200206,182002061,18200206102,1,144.449083,2,2,47,2,4,1,4,1,1,4000,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,166,36,341034,7394884,2,N,TECNICA DE ENFERMAGEM,10,1,1,,,0,0,0,0,0,,,0,0,0,,
18200206,182002061,18200206103,1,962.933645,3,3,11,1,4,3,2,8,2,0,N,N,N,N,N,N,N,N,N,N,N,182,36,347742,7399502,2,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200206,182002061,18200206104,1,242.631085,4,3,9,2,4,3,1,8,2,0,N,N,N,N,N,N,N,N,N,N,N,182,36,347742,7399502,2,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200214,182002141,18200214101,1,257.722105,1,1,59,1,4,1,1,1,1,1800,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,168,36,339181,7396711,2,N,CHURRASQUEIRO,9,1,1,,,0,0,0,0,0,,,0,0,0,,
18200216,182002161,18200216101,1,164.898772,1,1,67,1,1,1,2,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,182,36,347004,7398392,3,N,PEDREIRO,2,6,1,,,0,0,0,0,0,,,0,0,0,,
18200216,182002161,18200216102,1,531.890713,2,2,50,2,1,1,2,7,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200225,182002251,18200225101,1,164.898772,1,1,69,1,1,1,4,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200225,182002251,18200225102,1,966.548261,2,2,61,2,1,1,4,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,181,36,349869,7400972,2,N,MERENDEIRA,11,1,1,,,0,0,0,0,0,,,0,0,0,,
18200235,182002351,18200235101,1,198.996142,1,1,62,2,4,1,4,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,168,36,339175,7396930,2,N,RECEPCIONISTA,14,1,1,,,0,0,0,0,0,,,0,0,0,,
18200236,182002361,18200236101,1,531.890713,1,1,52,2,1,1,4,1,1,1800,S,S,S,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,368,15,342180,7402290,2,N,CUIDADORA DE IDOSOS,14,1,1,,,0,0,0,0,0,,,0,0,0,,
18200236,182002361,18200236102,1,658.582996,2,4,43,2,1,1,4,5,2,0,S,S,S,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200236,182002361,18200236103,1,242.631085,3,4,9,1,1,3,1,8,2,0,S,S,S,S,N,N,N,N,N,N,N,182,36,345624,7398981,1,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200248,182002481,18200248101,1,410.792334,1,1,25,1,1,1,5,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,144,36,332005,7402176,2,N,DESIGN DE INTERIORES,14,1,1,,,0,0,0,0,0,,,0,0,0,,
18200261,182002611,18200261101,1,224.14973,1,1,82,1,4,1,1,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200261,182002611,18200261102,1,224.14973,2,2,79,2,4,1,1,4,3,,S,S,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200261,182002611,18200261103,1,198.996142,3,3,62,2,4,1,4,7,3,,S,N,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200266,182002661,18200266101,1,224.14973,1,1,80,2,4,1,2,4,3,,S,S,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200266,182002661,18200266102,1,198.996142,2,3,60,2,4,1,4,4,3,,S,N,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200266,182002661,18200266103,1,198.996142,3,5,60,1,2,1,3,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200268,182002681,18200268101,1,339.499027,1,1,66,1,1,1,3,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200268,182002681,18200268102,1,198.996142,2,2,60,2,1,1,5,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200287,182002871,18200287101,1,455.923538,1,1,39,1,4,1,4,1,1,1500,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,181,36,348771,7399569,2,N,CAIXA / RECEPCIONISTA,14,1,1,,,0,0,0,0,0,,,0,0,0,,
18200344,182003441,18200344101,1,240.171645,1,1,75,1,1,1,4,4,3,,S,S,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200344,182003441,18200344102,1,178.826342,2,2,72,2,1,1,4,7,3,,S,N,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18200344,182003441,18200344103,1,78.223235,3,3,50,1,1,1,4,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,180,36,348639,7402008,2,N,GERENTE,3,5,1,,,0,0,0,0,0,,,0,0,0,,
18200417,182004171,18200417101,1,339.897631,1,1,49,2,1,1,4,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,7,36,333214,7396649,2,N,FUNCIONARIO PUBLICO - MILITAR,13,3,1,,,0,0,0,0,0,,,0,0,0,,
18200417,182004171,18200417102,1,139.595117,2,3,19,1,4,1,4,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,170,36,341985,7397526,2,N,AJUDANTE GERAL,4,1,1,,,0,0,0,0,0,,,0,0,0,,
18200435,182004351,18200435101,1,78.223235,1,1,53,1,1,1,4,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,182,36,346308,7399167,3,S,MOTORISTA APLICATIVO,6,5,1,,,0,0,0,0,0,,,0,0,0,,
18200435,182004351,18200435102,1,78.223235,2,2,53,2,1,1,4,5,2,0,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
18300002,183000021,18300002101,1,171.901487,1,1,42,1,1,1,3,1,1,7500,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,183,36,347604,7398048,3,S,MOTORISTA ( CAMINHONEIRO  ),5,5,1,,,0,0,0,0,0,,,0,0,0,,
18300002,183000021,18300002102,1,171.901487,2,2,40,2,1,1,4,1,1,1800,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,183,36,347633,7397740,2,N,BALCONISTA,4,1,1,,,0,0,0,0,0,,,0,0,0,,
